,Kommun,Kommunnamn,Zon,Antal Bilar,Kommungrupp 2023,Travel (km),Travel +-,Boende totalt Antal,E,N,geom_Length,geom_Area
526,1233,Vellinge,1233B2010,1111,Pendlingskommun nära storstad,29,4,2155,370713,6144299,11108.93022,3039557.547
527,1233,Vellinge,1233B3030,1024,Pendlingskommun nära storstad,29,4,2098,364895,6142224,8642.326872,2318309.065
528,1233,Vellinge,1233B2060,938,Pendlingskommun nära storstad,29,4,1959,370713,6144299,5318.231409,1231950.484
529,1233,Vellinge,1233B3020,871,Pendlingskommun nära storstad,29,4,1668,364895,6142224,13040.82621,5987937.174
530,1233,Vellinge,1233B2040,1032,Pendlingskommun nära storstad,29,4,2265,370713,6144299,13070.49236,5599881.428
531,1233,Vellinge,1233B2020,917,Pendlingskommun nära storstad,29,4,1514,364895,6142224,14420.64756,9122021.471
532,1233,Vellinge,1233B2070,1286,Pendlingskommun nära storstad,29,4,2511,370713,6144299,9156.521516,1452694.097
533,1233,Vellinge,1233B2030,656,Pendlingskommun nära storstad,29,4,1287,370713,6144299,12903.51794,4402538.694
534,1233,Vellinge,1233B3040,1183,Pendlingskommun nära storstad,29,4,2465,364895,6142224,21958.93259,19605775.78
535,1233,Vellinge,1233B2080,918,Pendlingskommun nära storstad,29,4,1904,370713,6144299,20628.80884,11363016.78
536,1233,Vellinge,1233C1010,640,Pendlingskommun nära storstad,29,4,1347,376146,6150270,8736.83292,2629219.898
537,1233,Vellinge,1233C1030,1051,Pendlingskommun nära storstad,29,4,2337,376146,6150270,4711.748517,758263.7124
538,1233,Vellinge,1233C1020,786,Pendlingskommun nära storstad,29,4,1676,376146,6150270,8181.883105,2888449.854
539,1233,Vellinge,1233B4010,537,Pendlingskommun nära storstad,29,4,1027,387969,6152673,12930.76713,4332280.49
540,1233,Vellinge,1233C1040,1073,Pendlingskommun nära storstad,29,4,2102,376146,6150270,11412.39497,4127514.025
541,1233,Vellinge,1233C1050,867,Pendlingskommun nära storstad,29,4,1763,376146,6150270,8475.898264,3852335.756
542,1233,Vellinge,1233A0010,988,Pendlingskommun nära storstad,29,4,1687,370713,6144299,54312.25611,51975787.03
543,1233,Vellinge,1233A0020,555,Pendlingskommun nära storstad,29,4,905,376146,6150270,30637.50549,26224384.7
544,1233,Vellinge,1233B4020,861,Pendlingskommun nära storstad,29,4,1602,379526,6156913,26753.35708,16120275.34
545,1286,Ystad,1286C1090,690,Mindre stad/tätort,22,3,1605,413011,6151678,3121.229139,502517.6041
546,1286,Ystad,1286C1060,924,Mindre stad/tätort,22,3,2158,433090,6157355,3625.279089,714457.0151
547,1286,Ystad,1286C1070,1034,Mindre stad/tätort,22,3,2327,413011,6151678,4057.019946,879625.2374
548,1286,Ystad,1286C1020,747,Mindre stad/tätort,22,3,1779,413011,6151678,4771.390817,792451.9768
549,1286,Ystad,1286C1010,691,Mindre stad/tätort,22,3,1898,413011,6151678,4852.478057,817606.4593
550,1286,Ystad,1286C1030,769,Mindre stad/tätort,22,3,1678,413011,6151678,3576.531243,448512.9849
551,1286,Ystad,1286C1040,1605,Mindre stad/tätort,22,3,3376,413011,6151678,8220.57515,3351559.751
552,1286,Ystad,1286C1050,647,Mindre stad/tätort,22,3,1505,413011,6151678,3416.536928,539237.234
553,1286,Ystad,1286C1080,1008,Mindre stad/tätort,22,3,2514,433090,6157355,18623.28764,11177833.66
554,1286,Ystad,1286C1100,447,Mindre stad/tätort,22,3,884,413011,6151678,8622.944708,3863722.613
555,1286,Ystad,1286B2020,647,Mindre stad/tätort,22,3,1261,433090,6157355,6543.399688,1316240.035
556,1286,Ystad,1286B2010,934,Mindre stad/tätort,22,3,1682,433090,6157355,22734.8573,10608766.96
557,1286,Ystad,1286A0020,817,Mindre stad/tätort,22,3,1300,447316,6145328,37256.55044,61194564.4
558,1286,Ystad,1286A0010,721,Mindre stad/tätort,22,3,1169,447316,6145328,39024.56194,59240738.05
559,1286,Ystad,1286A0030,916,Mindre stad/tätort,22,3,1793,413011,6151678,36637.16519,42411779.4
560,1286,Ystad,1286C1110,942,Mindre stad/tätort,22,3,1905,433090,6157355,18499.70029,10668634.9
561,1286,Ystad,1286A0040,680,Mindre stad/tätort,22,3,1082,433090,6157355,74904.87027,53759510.17
562,1286,Ystad,1286A0050,636,Mindre stad/tätort,22,3,1010,413011,6151678,56319.5598,34719662.21
563,1286,Ystad,1286A0060,512,Mindre stad/tätort,22,3,788,433090,6157355,50504.28382,78579860.54
564,1282,Landskrona,1282C1070,593,Pendlingskommun nära större stad,25,3,2433,365295,6193583,2035.02587,191444.009
565,1282,Landskrona,1282C1080,688,Pendlingskommun nära större stad,25,3,2535,365295,6193583,2707.435367,215768.748
566,1282,Landskrona,1282C1160,806,Pendlingskommun nära större stad,25,3,1827,365295,6193583,3991.087807,764668.0406
567,1282,Landskrona,1282C1010,1277,Pendlingskommun nära större stad,25,3,2162,374488,6187464,32472.59728,26729519.38
568,1282,Landskrona,1282C1020,1419,Pendlingskommun nära större stad,25,3,2813,368607,6195414,8999.072995,3344252.878
569,1282,Landskrona,1282C1030,586,Pendlingskommun nära större stad,25,3,1196,368607,6195414,13387.26795,7012927.055
570,1282,Landskrona,1282C1040,852,Pendlingskommun nära större stad,25,3,2148,365295,6193583,14266.69223,10467366.26
571,1282,Landskrona,1282C1060,587,Pendlingskommun nära större stad,25,3,2335,365295,6193583,2417.406374,215292.6397
572,1282,Landskrona,1282C1150,335,Pendlingskommun nära större stad,25,3,1209,365295,6193583,1267.738126,97314.9839
573,1282,Landskrona,1282C1050,803,Pendlingskommun nära större stad,25,3,2569,365295,6193583,7877.334631,2241612.529
574,1282,Landskrona,1282C1100,758,Pendlingskommun nära större stad,25,3,2282,365295,6193583,3592.310736,477630.1797
575,1282,Landskrona,1282C1110,645,Pendlingskommun nära större stad,25,3,2055,365295,6193583,2397.63402,203430.8138
576,1282,Landskrona,1282C1090,663,Pendlingskommun nära större stad,25,3,1913,365295,6193583,6964.893556,2071325.839
577,1282,Landskrona,1282C1120,607,Pendlingskommun nära större stad,25,3,1390,365295,6193583,3760.345647,382223.1859
578,1282,Landskrona,1282C1140,440,Pendlingskommun nära större stad,25,3,1227,365295,6193583,1688.183631,168739.4688
579,1282,Landskrona,1282C1130,626,Pendlingskommun nära större stad,25,3,1769,365295,6193583,4284.27214,572084.5486
580,1282,Landskrona,1282B3010,999,Pendlingskommun nära större stad,25,3,1795,368607,6195414,9085.921595,5885599.145
581,1282,Landskrona,1282C1180,995,Pendlingskommun nära större stad,25,3,2123,365295,6193583,3340.853592,686102.2021
582,1282,Landskrona,1282C1200,702,Pendlingskommun nära större stad,25,3,2151,365295,6193583,7368.629074,1628446.65
583,1282,Landskrona,1282C1170,301,Pendlingskommun nära större stad,25,3,1080,365295,6193583,14103.60637,4777576.327
584,1282,Landskrona,1282C1190,1351,Pendlingskommun nära större stad,25,3,2795,365295,6193583,9237.366718,3172280.898
585,1282,Landskrona,1282A0010,1602,Pendlingskommun nära större stad,25,3,2642,368607,6195414,86296.6494,106311081.2
586,1282,Landskrona,1282B2010,1242,Pendlingskommun nära större stad,25,3,2555,358942,6209795,17897.59429,9875911.276
587,1287,Trelleborg,1287C1080,581,Pendlingskommun nära storstad,29,4,1776,383953,6140229,3124.633239,458814.9386
588,1287,Trelleborg,1287C1040,437,Pendlingskommun nära storstad,29,4,1299,383953,6140229,4737.973176,617730.0841
589,1287,Trelleborg,1287C1060,863,Pendlingskommun nära storstad,29,4,2476,383953,6140229,5429.703951,1341764.684
590,1287,Trelleborg,1287B2010,713,Pendlingskommun nära storstad,29,4,1307,397458,6140305,12541.35471,7783911.333
591,1287,Trelleborg,1287C1050,579,Pendlingskommun nära storstad,29,4,1826,383953,6140229,6075.530048,1429100.227
592,1287,Trelleborg,1287A0020,1057,Pendlingskommun nära storstad,29,4,1589,397458,6140305,33898.14891,49987139.29
593,1287,Trelleborg,1287C1010,1272,Pendlingskommun nära storstad,29,4,2262,383953,6140229,19221.6088,12794425.11
594,1287,Trelleborg,1287C1030,695,Pendlingskommun nära storstad,29,4,1808,383953,6140229,6280.07209,1367953.403
595,1287,Trelleborg,1287C1070,779,Pendlingskommun nära storstad,29,4,2066,383953,6140229,4840.610566,645853.4938
596,1287,Trelleborg,1287C1020,928,Pendlingskommun nära storstad,29,4,1639,383953,6140229,10782.57136,4702297.172
597,1287,Trelleborg,1287C1120,669,Pendlingskommun nära storstad,29,4,1681,383953,6140229,3064.207401,392459.7146
598,1287,Trelleborg,1287C1100,1116,Pendlingskommun nära storstad,29,4,2602,383953,6140229,4073.003071,689616.8901
599,1287,Trelleborg,1287C1130,522,Pendlingskommun nära storstad,29,4,1142,383953,6140229,2640.719727,243372.4888
600,1287,Trelleborg,1287B2020,1061,Pendlingskommun nära storstad,29,4,1630,397458,6140305,18610.62551,11687753.2
601,1287,Trelleborg,1287C1090,958,Pendlingskommun nära storstad,29,4,1953,383953,6140229,14778.17651,7125697.877
602,1287,Trelleborg,1287C1110,695,Pendlingskommun nära storstad,29,4,1452,383953,6140229,10334.4207,3279945.311
603,1287,Trelleborg,1287C1150,550,Pendlingskommun nära storstad,29,4,1233,383953,6140229,4141.813856,321693.1646
604,1287,Trelleborg,1287C1140,476,Pendlingskommun nära storstad,29,4,1110,383953,6140229,7416.645188,1051495.045
605,1287,Trelleborg,1287C1160,994,Pendlingskommun nära storstad,29,4,2030,383953,6140229,7836.486196,1301524.008
606,1287,Trelleborg,1287C1170,1091,Pendlingskommun nära storstad,29,4,2279,383953,6140229,8818.873934,2012145.473
607,1287,Trelleborg,1287C1180,1038,Pendlingskommun nära storstad,29,4,2135,383953,6140229,16506.72853,7411358.918
608,1287,Trelleborg,1287C1190,758,Pendlingskommun nära storstad,29,4,1593,383953,6140229,7654.890965,3760571.269
609,1287,Trelleborg,1287A0010,1093,Pendlingskommun nära storstad,29,4,1534,383953,6140229,48222.02499,72401592.52
610,1287,Trelleborg,1287B3010,1078,Pendlingskommun nära storstad,29,4,2146,397458,6140305,9650.141746,6658788.852
611,1287,Trelleborg,1287A0030,833,Pendlingskommun nära storstad,29,4,1271,383953,6140229,52460.66408,47404768.98
612,1287,Trelleborg,1287A0040,977,Pendlingskommun nära storstad,29,4,1482,383953,6140229,37547.58573,46851883.51
613,1287,Trelleborg,1287A0050,841,Pendlingskommun nära storstad,29,4,1328,401876,6150394,66693.53748,71269054.15
614,1265,Sjöbo,1265A0050,1025,Pendlingskommun nära större stad,25,3,1658,417086,6165077,40565.49283,50151160.11
615,1265,Sjöbo,1265A0040,775,Pendlingskommun nära större stad,25,3,1341,433090,6157355,39170.35081,54972212.94
616,1265,Sjöbo,1265B2010,970,Pendlingskommun nära större stad,25,3,1640,407932,6166551,15223.39572,12288672
617,1265,Sjöbo,1265A0010,892,Pendlingskommun nära större stad,25,3,1312,417086,6165077,91063.82069,112736074.4
618,1265,Sjöbo,1265C1010,1395,Pendlingskommun nära större stad,25,3,2469,417086,6165077,20184.27964,9313635.967
619,1265,Sjöbo,1265A0020,754,Pendlingskommun nära större stad,25,3,1061,417086,6165077,36523.97162,32949415.7
620,1265,Sjöbo,1265C1020,974,Pendlingskommun nära större stad,25,3,1965,417086,6165077,7282.812818,1314389.65
621,1265,Sjöbo,1265C1030,1093,Pendlingskommun nära större stad,25,3,2048,417086,6165077,13101.54478,5882092.478
622,1265,Sjöbo,1265C1040,1050,Pendlingskommun nära större stad,25,3,2225,417086,6165077,15245.38078,5765428.55
623,1265,Sjöbo,1265A0030,1117,Pendlingskommun nära större stad,25,3,1729,417086,6165077,63106.72498,90917676.64
624,1265,Sjöbo,1265A0060,690,Pendlingskommun nära större stad,25,3,1164,417086,6165077,57593.82625,73934253.04
625,1265,Sjöbo,1265A0070,594,Pendlingskommun nära större stad,25,3,935,440802,6179703,42811.23946,58424646.11
626,1230,Staffanstorp,1230A0020,300,Pendlingskommun nära storstad,29,4,843,385209,6175299,15630.62497,9801977.613
627,1230,Staffanstorp,1230C1030,997,Pendlingskommun nära storstad,29,4,2181,385764,6168045,4861.36707,709173.3254
628,1230,Staffanstorp,1230C1040,810,Pendlingskommun nära storstad,29,4,1814,385764,6168045,4442.299155,629475.9641
629,1230,Staffanstorp,1230C1010,1466,Pendlingskommun nära storstad,29,4,3134,388101,6164328,12625.20284,5822834.313
630,1230,Staffanstorp,1230C1050,1266,Pendlingskommun nära storstad,29,4,2667,385764,6168045,6125.566897,1187778.369
631,1230,Staffanstorp,1230C1060,968,Pendlingskommun nära storstad,29,4,1958,385764,6168045,5022.605778,1027865.554
632,1230,Staffanstorp,1230C1020,1252,Pendlingskommun nära storstad,29,4,2452,385764,6168045,11905.5695,4733821.054
633,1230,Staffanstorp,1230C1080,879,Pendlingskommun nära storstad,29,4,2033,385764,6168045,6984.94728,1098353.974
634,1230,Staffanstorp,1230C1070,968,Pendlingskommun nära storstad,29,4,1894,385764,6168045,15477.40115,9529909.766
635,1230,Staffanstorp,1230B2010,1116,Pendlingskommun nära storstad,29,4,2688,385764,6168045,9056.468868,2493657.59
636,1230,Staffanstorp,1230A0010,1164,Pendlingskommun nära storstad,29,4,2086,388101,6164328,76121.72746,64293409.27
637,1230,Staffanstorp,1230B2020,1196,Pendlingskommun nära storstad,29,4,3028,387433,6173395,16948.72311,6417201.087
638,1291,Simrishamn,1291A0020,526,Landsbygdskommun med besöksnäring,28,9,823,448115,6153012,55452.67086,48862177.23
639,1291,Simrishamn,1291B5010,503,Landsbygdskommun med besöksnäring,28,9,901,447316,6145328,8742.490591,5272647.039
640,1291,Simrishamn,1291B4010,571,Landsbygdskommun med besöksnäring,28,9,974,447316,6145328,14674.31996,10606057.13
641,1291,Simrishamn,1291B3010,560,Landsbygdskommun med besöksnäring,28,9,990,448115,6153012,10437.59576,6778836.949
642,1291,Simrishamn,1291C1010,651,Landsbygdskommun med besöksnäring,28,9,1206,448115,6153012,11289.25401,6363948.949
643,1291,Simrishamn,1291C1030,721,Landsbygdskommun med besöksnäring,28,9,1679,448115,6153012,4209.673775,580359.1368
644,1291,Simrishamn,1291C1020,1072,Landsbygdskommun med besöksnäring,28,9,2341,448115,6153012,17045.80878,7918124.764
645,1291,Simrishamn,1291B2010,598,Landsbygdskommun med besöksnäring,28,9,1090,448115,6153012,10090.28608,6355605.643
646,1291,Simrishamn,1291C1040,1006,Landsbygdskommun med besöksnäring,28,9,2114,448115,6153012,8513.246659,3579125.484
647,1291,Simrishamn,1291A0010,890,Landsbygdskommun med besöksnäring,28,9,1293,448115,6153012,92691.98936,95249650.15
648,1291,Simrishamn,1291A0030,681,Landsbygdskommun med besöksnäring,28,9,1116,448115,6153012,32030.21918,31721276.34
649,1291,Simrishamn,1291A0040,813,Landsbygdskommun med besöksnäring,28,9,1300,444356,6165648,43343.02721,53783950.82
650,1291,Simrishamn,1291A0050,644,Landsbygdskommun med besöksnäring,28,9,1142,444356,6165648,35376.15083,36473210.75
651,1291,Simrishamn,1291A0060,585,Landsbygdskommun med besöksnäring,28,9,973,444356,6165648,26589.09214,34629731.36
652,1291,Simrishamn,1291A0070,709,Landsbygdskommun med besöksnäring,28,9,1132,444356,6165648,56555.99897,69865461
653,1263,Svedala,1263C1040,964,Pendlingskommun nära storstad,29,4,2210,387969,6152673,3368.207727,623652.5457
654,1263,Svedala,1263B2020,1334,Pendlingskommun nära storstad,29,4,2904,388101,6164328,13651.08946,6547165.313
655,1263,Svedala,1263C1010,951,Pendlingskommun nära storstad,29,4,2294,387969,6152673,8608.579287,3520444.204
656,1263,Svedala,1263C1020,878,Pendlingskommun nära storstad,29,4,2049,387969,6152673,5556.10471,953438.669
657,1263,Svedala,1263C1050,991,Pendlingskommun nära storstad,29,4,2045,387969,6152673,4945.90148,803477.4701
658,1263,Svedala,1263C1030,663,Pendlingskommun nära storstad,29,4,1326,387969,6152673,13226.45516,6398207.693
659,1263,Svedala,1263C1060,715,Pendlingskommun nära storstad,29,4,1358,387969,6152673,16075.89049,9116107.704
660,1263,Svedala,1263C1070,1128,Pendlingskommun nära storstad,29,4,2157,387969,6152673,8166.492226,3062271.618
661,1263,Svedala,1263B2010,844,Pendlingskommun nära storstad,29,4,1780,388101,6164328,3356.409495,606625.4075
662,1263,Svedala,1263B3010,1213,Pendlingskommun nära storstad,29,4,2380,388101,6164328,8938.309733,5534214.574
663,1263,Svedala,1263A0010,650,Pendlingskommun nära storstad,29,4,1008,388101,6164328,71100.28539,65667793.64
664,1263,Svedala,1263A0020,1050,Pendlingskommun nära storstad,29,4,1777,388101,6164328,99071.50027,125230733.1
665,1285,Eslöv,1285C1060,934,Pendlingskommun nära större stad,25,3,2101,394606,6187265,3985.825085,854773.4932
666,1285,Eslöv,1285A0010,1345,Pendlingskommun nära större stad,25,3,2162,408706,6184429,72237.24784,81136777.36
667,1285,Eslöv,1285A0020,502,Pendlingskommun nära större stad,25,3,842,395923,6176843,36470.41237,26626350.69
668,1285,Eslöv,1285B5010,617,Pendlingskommun nära större stad,25,3,1076,395923,6176843,8607.826696,4659815.577
669,1285,Eslöv,1285B3010,720,Pendlingskommun nära större stad,25,3,1335,408706,6184429,14310.48095,7978933.162
670,1285,Eslöv,1285C1030,770,Pendlingskommun nära större stad,25,3,2185,394606,6187265,4341.441424,482083.923
671,1285,Eslöv,1285C1010,777,Pendlingskommun nära större stad,25,3,2442,394606,6187265,8072.948766,2149659.206
672,1285,Eslöv,1285C1040,999,Pendlingskommun nära större stad,25,3,2121,394606,6187265,6407.638398,1366837.305
673,1285,Eslöv,1285C1090,874,Pendlingskommun nära större stad,25,3,2261,394606,6187265,6799.943869,2397012.507
674,1285,Eslöv,1285A0040,911,Pendlingskommun nära större stad,25,3,1468,394606,6187265,49544.55682,65118665.1
675,1285,Eslöv,1285C1020,923,Pendlingskommun nära större stad,25,3,2293,394606,6187265,11083.33154,3777052.118
676,1285,Eslöv,1285C1050,603,Pendlingskommun nära större stad,25,3,1858,394606,6187265,9597.784677,5218948.403
677,1285,Eslöv,1285A0030,419,Pendlingskommun nära större stad,25,3,799,394606,6187265,39278.9836,35887442.38
678,1285,Eslöv,1285C1070,1103,Pendlingskommun nära större stad,25,3,2250,394606,6187265,7040.605501,2204480.343
679,1285,Eslöv,1285C1080,1060,Pendlingskommun nära större stad,25,3,2971,394606,6187265,6769.532624,1599573.813
680,1285,Eslöv,1285B2010,956,Pendlingskommun nära större stad,25,3,1827,380660,6195857,12525.55093,7079037.356
681,1285,Eslöv,1285B4010,646,Pendlingskommun nära större stad,25,3,1443,404851,6200662,8524.152068,5451440.678
682,1285,Eslöv,1285A0050,791,Pendlingskommun nära större stad,25,3,1186,380660,6195857,69924.29696,66791952.92
683,1285,Eslöv,1285A0060,683,Pendlingskommun nära större stad,25,3,1091,394606,6187265,65802.13097,64272278.04
684,1285,Eslöv,1285A0070,605,Pendlingskommun nära större stad,25,3,990,404851,6200662,34669.02087,41391839.58
685,1264,Skurup,1264B3010,804,Pendlingskommun nära storstad,29,4,1466,413011,6151678,10892.53022,8144555.269
686,1264,Skurup,1264A0010,715,Pendlingskommun nära storstad,29,4,1231,413011,6151678,23229.77755,20943546.39
687,1264,Skurup,1264C1010,1007,Pendlingskommun nära storstad,29,4,2413,401876,6150394,9944.387008,4403485.05
688,1264,Skurup,1264A0020,735,Pendlingskommun nära storstad,29,4,1076,401876,6150394,44267.15091,47146069.21
689,1264,Skurup,1264C1040,1208,Pendlingskommun nära storstad,29,4,2607,401876,6150394,9376.988263,3426305.151
690,1264,Skurup,1264C1020,964,Pendlingskommun nära storstad,29,4,2089,401876,6150394,9185.778934,2923877.498
691,1264,Skurup,1264B2010,862,Pendlingskommun nära storstad,29,4,1626,413011,6151678,11785.81308,8127941.356
692,1264,Skurup,1264C1030,931,Pendlingskommun nära storstad,29,4,2200,401876,6150394,15665.72218,7266139.496
693,1264,Skurup,1264A0030,593,Pendlingskommun nära storstad,29,4,906,413011,6151678,67876.49155,51275062.34
694,1264,Skurup,1264A0040,725,Pendlingskommun nära storstad,29,4,1117,401876,6150394,60136.81983,47497293.35
695,1231,Burlöv,1231C1010,640,Pendlingskommun nära storstad,29,4,1605,377680,6165466,1752.895592,166256.2503
696,1231,Burlöv,1231C1030,527,Pendlingskommun nära storstad,29,4,1514,377680,6165466,2074.103644,170242.6542
697,1231,Burlöv,1231C1020,922,Pendlingskommun nära storstad,29,4,2623,377680,6165466,6036.239625,957759.7151
698,1231,Burlöv,1231C1050,710,Pendlingskommun nära storstad,29,4,2322,377680,6165466,4805.189854,504707.6184
699,1231,Burlöv,1231C1040,814,Pendlingskommun nära storstad,29,4,2156,377680,6165466,19257.65314,10283148.79
700,1231,Burlöv,1231C1060,743,Pendlingskommun nära storstad,29,4,1748,376617,6166264,8827.288049,1398761.488
701,1231,Burlöv,1231C1070,558,Pendlingskommun nära storstad,29,4,1449,377680,6165466,12273.24103,1517501.838
702,1231,Burlöv,1231C1080,937,Pendlingskommun nära storstad,29,4,2137,377680,6165466,5219.993824,1161958.819
703,1231,Burlöv,1231C1090,981,Pendlingskommun nära storstad,29,4,2195,385764,6168045,8550.914183,2192367.237
704,1231,Burlöv,1231C1100,996,Pendlingskommun nära storstad,29,4,2133,377680,6165466,4153.624495,936106.6344
705,1270,Tomelilla,1270C1010,1240,Pendlingskommun nära mindre tätort,33,5,2357,433090,6157355,7231.95343,2024465.844
706,1270,Tomelilla,1270C1020,691,Pendlingskommun nära mindre tätort,33,5,1929,433090,6157355,2839.345692,516642.6904
707,1270,Tomelilla,1270C1030,477,Pendlingskommun nära mindre tätort,33,5,963,433090,6157355,2850.63332,551702.8318
708,1270,Tomelilla,1270C1040,1238,Pendlingskommun nära mindre tätort,33,5,2211,433090,6157355,28140.36388,16569879.68
709,1270,Tomelilla,1270A0010,1499,Pendlingskommun nära mindre tätort,33,5,2313,433090,6157355,82441.17758,144349035.9
710,1270,Tomelilla,1270A0020,1349,Pendlingskommun nära mindre tätort,33,5,2111,433090,6157355,55458.15933,86768988.87
711,1270,Tomelilla,1270A0030,1203,Pendlingskommun nära mindre tätort,33,5,1928,440802,6179703,73847.57621,145953251.1
712,1262,Lomma,1262C1020,846,Pendlingskommun nära storstad,29,4,1798,376617,6166264,4952.694826,1238015.366
713,1262,Lomma,1262C1010,690,Pendlingskommun nära storstad,29,4,1684,375989,6166436,17981.89345,9603863.449
714,1262,Lomma,1262C1030,775,Pendlingskommun nära storstad,29,4,1749,376617,6166264,7265.869919,2440401.171
715,1262,Lomma,1262C1040,823,Pendlingskommun nära storstad,29,4,1902,376617,6166264,3616.96185,700134.9599
716,1262,Lomma,1262C1050,1184,Pendlingskommun nära storstad,29,4,2536,375989,6166436,5076.394186,999465.132
717,1262,Lomma,1262C1060,908,Pendlingskommun nära storstad,29,4,2201,383970,6176664,3282.670088,640680.7932
718,1262,Lomma,1262C1070,1051,Pendlingskommun nära storstad,29,4,2328,383970,6176664,18267.06217,9001607.479
719,1262,Lomma,1262C1080,811,Pendlingskommun nära storstad,29,4,1692,375449,6178861,7927.103241,1829502.206
720,1262,Lomma,1262C1090,1120,Pendlingskommun nära storstad,29,4,2295,375449,6178861,7128.391811,2202176.291
721,1262,Lomma,1262C1100,1270,Pendlingskommun nära storstad,29,4,2508,375449,6178861,29808.43562,26482264.84
722,1262,Lomma,1262C1120,966,Pendlingskommun nära storstad,29,4,2093,375449,6178861,16224.80589,7397570.99
723,1262,Lomma,1262C1110,955,Pendlingskommun nära storstad,29,4,1935,375449,6178861,13272.44629,4580970.663
724,1261,Kävlinge,1261C1070,644,Pendlingskommun nära storstad,29,4,1694,381655,6183187,3658.648943,500337.3563
725,1261,Kävlinge,1261C1090,696,Pendlingskommun nära storstad,29,4,1321,381655,6183187,6482.039706,2166654.717
726,1261,Kävlinge,1261B2010,963,Pendlingskommun nära storstad,29,4,1890,375449,6178861,6016.077578,976326.7611
727,1261,Kävlinge,1261B2020,1171,Pendlingskommun nära storstad,29,4,2308,373816,6182905,5218.975917,1039003.851
728,1261,Kävlinge,1261C1010,830,Pendlingskommun nära storstad,29,4,1619,381655,6183187,8579.566146,4622723.587
729,1261,Kävlinge,1261B2040,887,Pendlingskommun nära storstad,29,4,1934,373816,6182905,10945.28764,4636478.487
730,1261,Kävlinge,1261B2030,1293,Pendlingskommun nära storstad,29,4,2377,373816,6182905,18779.50869,11065414.23
731,1261,Kävlinge,1261C1030,762,Pendlingskommun nära storstad,29,4,1689,381655,6183187,6084.082714,1226971.521
732,1261,Kävlinge,1261C1020,704,Pendlingskommun nära storstad,29,4,1417,381655,6183187,10308.92411,3998804.748
733,1261,Kävlinge,1261A0030,712,Pendlingskommun nära storstad,29,4,1127,390969,6183874,34148.71443,32574426.89
734,1261,Kävlinge,1261A0020,609,Pendlingskommun nära storstad,29,4,956,373816,6182905,64527.53587,36558822.76
735,1261,Kävlinge,1261C1040,591,Pendlingskommun nära storstad,29,4,1586,381655,6183187,11435.59452,2566474.109
736,1261,Kävlinge,1261C1050,771,Pendlingskommun nära storstad,29,4,1506,381655,6183187,6503.168864,1374700.4
737,1261,Kävlinge,1261C1060,693,Pendlingskommun nära storstad,29,4,1388,381655,6183187,8044.45954,1852393.737
738,1261,Kävlinge,1261C1080,1305,Pendlingskommun nära storstad,29,4,3041,381655,6183187,10271.62711,3188513.903
739,1261,Kävlinge,1261B2050,1414,Pendlingskommun nära storstad,29,4,2491,373816,6182905,14897.12009,8169657.83
740,1261,Kävlinge,1261A0010,402,Pendlingskommun nära storstad,29,4,669,370188,6180003,42363.51164,37878249.96
741,1261,Kävlinge,1261B2060,966,Pendlingskommun nära storstad,29,4,1759,374488,6187464,17313.88501,5303865.043
742,1261,Kävlinge,1261B2070,959,Pendlingskommun nära storstad,29,4,1698,374488,6187464,28843.67272,13696426.01
743,1266,Hörby,1266A0010,1154,Pendlingskommun nära större stad,25,3,1688,408706,6184429,40932.18402,73089849.23
744,1266,Hörby,1266A0020,736,Pendlingskommun nära större stad,25,3,1157,435014,6191255,48246.83608,97038697.79
745,1266,Hörby,1266A0030,598,Pendlingskommun nära större stad,25,3,928,416947,6190685,43208.21548,52679522.01
746,1266,Hörby,1266C1010,840,Pendlingskommun nära större stad,25,3,1623,416947,6190685,12947.86982,6348051.607
747,1266,Hörby,1266C1040,810,Pendlingskommun nära större stad,25,3,1931,416947,6190685,7042.531034,2557852.698
748,1266,Hörby,1266C1020,1098,Pendlingskommun nära större stad,25,3,2448,416947,6190685,10925.93598,5907810.467
749,1266,Hörby,1266C1030,1043,Pendlingskommun nära större stad,25,3,2074,416947,6190685,15797.94215,6577904.404
750,1266,Hörby,1266A0040,647,Pendlingskommun nära större stad,25,3,1031,416947,6190685,50225.9774,78574868.92
751,1266,Hörby,1266B2010,876,Pendlingskommun nära större stad,25,3,1484,416947,6190685,18582.25831,10847200.68
752,1266,Hörby,1266A0050,869,Pendlingskommun nära större stad,25,3,1354,416947,6190685,61888.80371,101209872.4
753,1214,Svalöv,1214B2010,941,Pendlingskommun nära större stad,25,3,1986,380660,6195857,9256.934335,6050253.142
754,1214,Svalöv,1214B4010,641,Pendlingskommun nära större stad,25,3,1125,380660,6195857,12467.25815,7752814.582
755,1214,Svalöv,1214A0010,687,Pendlingskommun nära större stad,25,3,968,380660,6195857,63079.8419,43497674.63
756,1214,Svalöv,1214C1020,949,Pendlingskommun nära större stad,25,3,2171,380660,6195857,14587.72912,5687529.926
757,1214,Svalöv,1214C1010,965,Pendlingskommun nära större stad,25,3,2111,380660,6195857,9326.968162,3217511.033
758,1214,Svalöv,1214A0020,1135,Pendlingskommun nära större stad,25,3,1844,380660,6195857,82567.4791,108045756.4
759,1214,Svalöv,1214B3010,876,Pendlingskommun nära större stad,25,3,1617,380660,6195857,10328.18782,7573193.991
